course_id	student_id	posttest	master	answer	duration
interactive	383791478	transfer	1	7	3912
interactive	391467486	transfer	1	7	23783
interactive	385308218	transfer	1	7	70526
interactive	391467486	similar	0	10	29416
interactive	383791478	similar	0	14	31322
interactive	385308218	similar	1	9	2750
interactive	381534766	transfer	0	8	3601
interactive	381534766	similar	1	9	54664
interactive	387271436	transfer	1	7	4179
interactive	387271436	similar	0	10	14022
interactive	387271436	transfer	1	7	8309
interactive	387271436	similar	1	9	3093
interactive	391009426	transfer	0	9	16806
interactive	388772098	transfer	0	4	7800
interactive	389730038	transfer	1	7	7694
interactive	389730038	similar	1	9	27012
interactive	386763106	transfer	1	7	18552
interactive	381445968	transfer	1	7	8192
interactive	382328887	transfer	1	7	73060
interactive	381445968	similar	1	9	10078
interactive	386763106	similar	0	10	11245
interactive	382328887	similar	0	78	5819
interactive	383508666	transfer	1	7	28766
interactive	383508666	similar	1	9	27826
interactive	391522288	transfer	0	6	11776
interactive	391522288	similar	0	10	12306
interactive	386749158	transfer	0	9	21117
interactive	389686857	transfer	1	7	3813
interactive	389686857	similar	1	9	33687
interactive	386423557	transfer	0	9	34691
interactive	386423557	similar	1	9	33973
interactive	384186036	transfer	1	7	74718
interactive	384186036	similar	1	9	23928
interactive	388858497	transfer	1	7	3156
interactive	388858497	similar	0	3	7395
interactive	393027207	transfer	0	6	13485
interactive	384029967	transfer	1	7	39723
interactive	384029967	similar	1	9	19449
interactive	392716508	transfer	1	7	42004
interactive	392716508	similar	1	9	33220
interactive	382616147	transfer	0	2	17842
interactive	382616147	similar	1	9	2923
interactive	382691076	transfer	1	7	3693
interactive	382691076	similar	1	9	16760
interactive	389929228	transfer	1	7	41424
interactive	389929228	similar	1	9	18438
interactive	383090808	transfer	1	7	60408
interactive	383090808	similar	1	9	3477
interactive	392862037	transfer	1	7	22106
interactive	392862037	similar	1	9	21809
interactive	389761767	transfer	0	66	4169
interactive	389761767	similar	0	6	2969
interactive	387424786	transfer	1	7	20512
interactive	387424786	similar	1	9	25730
interactive	392506666	transfer	1	7	38796
interactive	392506666	similar	1	9	32196
interactive	387911116	transfer	0	8	5559
interactive	387911116	similar	1	9	26359
interactive	392887598	transfer	1	7	35416
interactive	392887598	similar	0	8	64519
interactive	392884328	transfer	1	7	18646
interactive	392884328	similar	1	9	13785
interactive	381629868	transfer	1	7	10960
interactive	381629868	similar	1	9	7997
interactive	381471416	transfer	0	8	5489
interactive	382579257	transfer	1	7	19780
interactive	382579257	similar	0	4	8513
interactive	381471416	similar	1	9	12347
interactive	382094626	transfer	0	8	4631
interactive	382094626	similar	0	3	8078
interactive	390811516	transfer	1	7	6980
interactive	390811516	similar	0	3	14137
interactive	384914186	transfer	0	8	3687
interactive	384914186	similar	1	9	12242
interactive	382898548	transfer	0	9	12705
interactive	382898548	similar	1	9	6350
interactive	385673418	transfer	1	7	56587
interactive	385673418	similar	1	9	3634
interactive	388409318	transfer	1	7	10512
interactive	388409318	similar	1	9	5744
interactive	385167256	transfer	0	8	2650
interactive	385167256	similar	0	97	2140
interactive	383420186	transfer	1	7	2163
interactive	383420186	similar	0	6	5745
interactive	383673647	transfer	0	9	54439
interactive	383673647	similar	0	10	25329
interactive	391552687	transfer	1	7	3566
interactive	391552687	similar	0	5	4612
interactive	381439118	transfer	0	8	15444
interactive	388183286	transfer	0	5	4011
interactive	388183286	similar	0	6	8044
interactive	381439118	similar	0	11	18348
interactive	384026156	transfer	1	7	3662
interactive	384026156	similar	0	5	6040
interactive	386525828	transfer	1	7	23466
interactive	386525828	similar	0	10	16037
interactive	381923126	transfer	0	0	10571
interactive	381923126	similar	0	3	10519
interactive	384799638	transfer	1	7	2681
interactive	383047508	transfer	1	7	16426
interactive	383047508	similar	1	9	11212
interactive	384799638	similar	0	10	12170
interactive	381717157	transfer	0	8	10036
interactive	381717157	similar	0	3	4171
interactive	389078186	transfer	1	7	30503
interactive	392131287	transfer	0	8	5858
interactive	392131287	similar	0	5	2622
interactive	381973728	transfer	0	9	28701
interactive	381973728	similar	0	8	12908
interactive	387836516	transfer	1	7	2412
interactive	387836516	similar	0	3	5040
interactive	385034068	transfer	0	8	49737
interactive	389078186	similar	1	9	10141
interactive	385034068	similar	0	10	27908
interactive	382834767	transfer	0	8	9033
interactive	382834767	similar	0	7	18157
interactive	384187768	transfer	0	8	2919
interactive	382247066	transfer	1	7	38317
interactive	383202747	transfer	1	7	12270
interactive	382247066	similar	1	9	5353
interactive	389353707	transfer	1	7	55612
interactive	383202747	similar	0	10	42003
interactive	389353707	similar	1	9	1967
interactive	384251506	transfer	1	7	3016
interactive	384699997	transfer	1	7	15584
interactive	382732027	transfer	0	8	29651
interactive	392601777	transfer	0	9	8116
interactive	384699997	similar	0	3	32114
interactive	384251506	similar	1	9	85013
interactive	382732027	similar	0	1	98085
interactive	382986016	transfer	0	6	12497
interactive	382986016	similar	0	10	21223
interactive	381545908	transfer	1	7	16738
interactive	381545908	similar	1	9	59479
interactive	390669707	transfer	0	8	37433
interactive	382450948	transfer	1	7	28040
interactive	390669707	similar	0	10	12764
interactive	382450948	similar	1	9	3455
interactive	383123237	transfer	1	7	42457
interactive	383123237	similar	1	9	2639
interactive	387755758	transfer	0	8	10520
interactive	381931526	transfer	1	7	2592
interactive	387755758	similar	0	3	16109
interactive	381931526	similar	0	18	22013
interactive	383057106	transfer	0	9	2894
interactive	383057106	similar	0	6	3079
interactive	383286828	transfer	1	7	4925
interactive	383286828	similar	0	3	18237
interactive	386447538	transfer	1	7	21648
interactive	386447538	similar	0	8	2695
interactive	386256167	transfer	0	9	14837
interactive	386256167	similar	0	3	8571
interactive	384647706	transfer	0	8	18019
interactive	390196777	transfer	1	7	3328
interactive	390196777	similar	0	6	4679
interactive	389255157	transfer	1	7	3383
interactive	384456578	transfer	0	2	7532
interactive	384723886	transfer	1	7	2593
interactive	389255157	similar	0	8	44121
interactive	384723886	similar	0	6	2140
interactive	385929786	similar	0	11	27121
interactive	383870467	transfer	0	8Ôº?5092	41:46.6
interactive	383870467	similar	1	9	12864
interactive	382062548	transfer	1	7	23185
interactive	382062548	similar	1	9	26788
interactive	382176446	transfer	1	7	25892
interactive	382176446	similar	0	10	37545
interactive	384248126	transfer	0	8	10803
interactive	384248126	similar	0	3	20694
interactive	382231107	transfer	0	9	23572
interactive	382423378	transfer	1	7	56517
interactive	382423378	similar	1	9	3737
interactive	382231107	similar	0	10	41631
interactive	385535538	transfer	1	7	22120
interactive	385535538	similar	0	6	12080
interactive	383663078	transfer	0	8	20637
interactive	383663078	similar	0	8	5941
interactive	382385656	transfer	0	8	5969
interactive	382385656	similar	0	3	5112
interactive	385561198	transfer	0	6	10392
interactive	385561198	similar	0	6	2121
interactive	383094946	transfer	0	9	35092
interactive	383094946	similar	0	8	15790
interactive	392653736	transfer	1	7	12099
interactive	392653736	similar	1	9	11168
interactive	382999847	transfer	0	2	9397
interactive	382999847	similar	0	3	9219
interactive	383281456	transfer	0	8	2371
interactive	383281456	similar	0	5	24541
interactive	382692418	transfer	1	7	32601
interactive	382692418	similar	1	9	2228
interactive	381721446	transfer	1	7	18551
interactive	381721446	similar	1	9	2008
interactive	388738086	transfer	0	8	54432
interactive	388738086	similar	1	9	8714
interactive	382115187	transfer	0	6	4632
interactive	382115187	similar	0	5	11518
interactive	382630097	transfer	1	7	12204
interactive	382630097	similar	1	9	14542
interactive	391779598	transfer	0	4	53610
interactive	382160866	transfer	0	8	27035
interactive	382160866	similar	0	8	3438
interactive	391779598	similar	1	9	3997
interactive	389313176	transfer	0	8	16280
interactive	389313176	similar	0	23	20685
interactive	381875016	transfer	1	7	23859
interactive	382495478	transfer	1	7	87173
interactive	381875016	similar	1	9	15854
interactive	383299887	transfer	0	8	2961
interactive	383299887	similar	0	5	7534
interactive	381754587	transfer	0	8	3779
interactive	381754587	similar	0	3	11901
interactive	382412608	transfer	0	10	9550
interactive	382412608	similar	0	2	2323
interactive	382495478	similar	1	9	471824
interactive	383287936	transfer	1	7	52088
interactive	383287936	similar	1	9	40893
interactive	383352107	transfer	1	7	78942
interactive	383352107	similar	1	9	7138
interactive	351627558	transfer	1	7	4639
interactive	384720026	transfer	1	7	31729
interactive	384720026	similar	0	7	5504
interactive	351627558	similar	0	33	35544
interactive	392684737	transfer	0	9	18701
interactive	392684737	similar	0	6	2992
interactive	385751696	transfer	1	7	19736
interactive	385751696	similar	0	8	8723
interactive	389835807	transfer	1	7	26006
interactive	389835807	similar	0	7	5295
interactive	386099596	transfer	0	8	6698
interactive	386099596	similar	0	5	2668
interactive	381467876	transfer	1	7	5702
interactive	381467876	similar	1	9	6724
interactive	388182327	transfer	1	7	12661
interactive	388182327	similar	1	9	7790
interactive	386730798	transfer	0	5	11051
interactive	386730798	similar	0	3	7476
interactive	382127766	transfer	1	7	11436
interactive	382127766	similar	1	9	18043
interactive	381438356	transfer	0	9	5399
interactive	381438356	similar	1	9	1847
interactive	381891158	transfer	1	7	28576
interactive	381891158	similar	1	9	4859
interactive	385293057	transfer	1	7	9737
interactive	385293057	similar	1	9	9657
interactive	387428586	transfer	1	7	13521
interactive	387428586	similar	1	9	14364
interactive	389575237	transfer	0	11	19277
interactive	389575237	similar	0	8	11177
interactive	384086718	transfer	1	7	52253
interactive	384086718	similar	1	9	23560
interactive	382151017	transfer	0	8	6606
interactive	382151017	similar	0	5	3271
interactive	386142918	transfer	0	8	23918
interactive	386142918	similar	0	8	2602
interactive	385007556	transfer	0	8	6907
interactive	385007556	similar	0	3	10357
interactive	386228498	transfer	0	9	12293
interactive	386228498	similar	0	8	7340
interactive	381622437	transfer	1	7	12630
interactive	381622437	similar	1	9	8698
interactive	391085136	transfer	1	7	17211
interactive	391085136	similar	0	11	8751
interactive	391085136	transfer	1	7	6609
interactive	385887108	transfer	0	8	6720
interactive	391085136	similar	0	7	2356
interactive	385887108	similar	0	3	23387
interactive	381744986	transfer	0	8	3604
interactive	381744986	similar	0	3	17293
interactive	381980008	transfer	0	8	44634
interactive	381980008	similar	1	9	16959
interactive	381647667	transfer	0	8	9133
interactive	382275597	transfer	1	7	12401
interactive	382275597	similar	0	5	7448
interactive	381647667	similar	0	10	36131
interactive	391057517	transfer	1	7	3640
interactive	381688627	transfer	1	7	53657
interactive	381688627	similar	1	9	5950
interactive	391057517	similar	0	11	37339
interactive	382357078	transfer	0	8	39657
interactive	382357078	similar	0	3	20303
interactive	382311268	transfer	1	7	14975
interactive	382311268	similar	1	9	53863
interactive	384962416	transfer	0	8	8221
interactive	384962416	similar	0	6	2781
interactive	385465147	transfer	1	7	4463
interactive	385465147	similar	0	3	12916
interactive	382392958	transfer	0	8	5314
interactive	382392958	similar	0	5	6284
interactive	383287507	transfer	0	9	46492
interactive	383287507	similar	0	14	61352
interactive	386115137	transfer	1	7	19789
interactive	386115137	similar	1	9	23154
interactive	384584176	transfer	0	8	11220
interactive	384584176	similar	1	9	14119
interactive	381516348	transfer	0	8	7934
interactive	383050536	transfer	0	6	51743
interactive	381516348	similar	0	10	9275
interactive	383050536	similar	0	10	10619
interactive	384170346	transfer	0	8	8212
interactive	384170346	similar	1	9	5298
interactive	381911918	transfer	0	8	45674
interactive	381911918	similar	0	3	19791
interactive	383590847	transfer	1	7	6092
interactive	382757517	transfer	1	7	20693
interactive	382757517	similar	1	9	24798
interactive	381885967	transfer	0	8	21827
interactive	382731587	transfer	1	7	31330
interactive	382731587	similar	0	5	3901
interactive	381885967	similar	0	8	31204
interactive	381545058	transfer	0	3	3697
interactive	381545058	similar	0	2	1840
interactive	383590847	similar	1	9	36350
interactive	383929927	transfer	1	7	13986
interactive	383929927	similar	0	3	15109
interactive	385749327	transfer	0	94	2287
interactive	385749327	similar	0	8	2138
interactive	381472836	transfer	1	7	5020
interactive	381472836	similar	0	7	58736
interactive	386847587	transfer	0	8	4730
interactive	386847587	similar	0	10	26992
interactive	382564388	transfer	1	7	6361
interactive	382564388	similar	1	9	10641
interactive	385313758	transfer	1	7	3376
interactive	385778716	transfer	1	7	26111
interactive	386089347	transfer	1	7	21248
interactive	385778716	similar	1	9	30466
interactive	386089347	similar	1	9	23209
interactive	381513107	transfer	0	8	10311
interactive	381513107	similar	0	3	2142
interactive	381485788	transfer	0	6	40602
interactive	381485788	similar	0	8	41638
interactive	382711747	transfer	1	7	22096
interactive	382711747	similar	0	8	2408
interactive	385313758	similar	0	10	6017
interactive	386186538	transfer	1	7	45265
interactive	386186538	similar	1	9	6366
interactive	382062197	transfer	1	7	2665
interactive	382062197	similar	0	7	20479
interactive	381646706	transfer	1	7	11809
interactive	381646706	similar	1	9	11923
interactive	386946237	transfer	1	7	23206
interactive	384751276	transfer	1	7	28810
interactive	382637778	transfer	1	7	47944
interactive	386946237	similar	1	9	40765
interactive	382637778	similar	1	9	26469
interactive	384751276	similar	1	9	39797
interactive	390412428	transfer	0	8	18076
interactive	390412428	similar	1	9	32496
interactive	381762526	transfer	1	7	75911
interactive	382118977	transfer	1	7	10023
interactive	384189288	transfer	1	7	23944
interactive	382118977	similar	1	9	19911
interactive	383667326	transfer	1	7	12859
interactive	384189288	similar	1	9	27922
interactive	383667326	similar	1	9	22773
interactive	381762526	similar	1	9	81766
interactive	382072586	transfer	0	8	3609
interactive	390982266	transfer	1	7	1915493
interactive	382072586	similar	0	3	33830
interactive	390982266	similar	0	10	29627
interactive	381808216	transfer	1	7	30986
interactive	381808216	similar	1	9	18570
interactive	382806177	transfer	1	7	108763
interactive	386422066	transfer	0	8	4137
interactive	386422066	similar	0	3	2176
interactive	382806177	similar	1	9	3087
interactive	382439736	transfer	0	8	13538
interactive	382439736	similar	0	10	20384
interactive	381614767	transfer	1	7	11190
interactive	381614767	similar	1	9	9693
interactive	384722567	transfer	0	8	3050
interactive	384722567	similar	0	33	4538
interactive	384514558	transfer	1	7	51199
interactive	382126148	transfer	1	7	2527
interactive	384514558	similar	0	6	1986
interactive	383692017	transfer	1	7	21721
interactive	382126148	similar	0	8	21230
interactive	383692017	similar	1	9	29888
interactive	391132997	transfer	1	7	54983
interactive	387455346	transfer	0	8	8700
interactive	387455346	similar	0	5	2931
interactive	391132997	similar	1	9	9166
interactive	381621266	transfer	1	7	12068
interactive	385125677	transfer	0	2	11546
interactive	381621266	similar	1	9	31175
interactive	385125677	similar	0	2	2032
interactive	386244608	transfer	0	8	22529
interactive	386244608	similar	0	3	9438
interactive	385517257	transfer	0	3	3473
interactive	385517257	similar	0	6	3116
interactive	385942756	transfer	1	7	21771
interactive	381952238	transfer	0	8	2333
interactive	381952238	similar	0	3	4119
interactive	386016676	transfer	0	5	8262
interactive	385942756	similar	1	9	23458
interactive	384381438	transfer	0	8	5355
interactive	384381438	similar	0	5	5117
interactive	376925636	transfer	0	5	19154
interactive	383960517	transfer	1	7	25084
interactive	383960517	similar	1	9	5520
interactive	383606417	transfer	0	8	3632
interactive	376925636	similar	0	3	18395
interactive	383606417	similar	0	10	8637
interactive	384524427	transfer	1	7	37384
interactive	388514236	transfer	1	7	28698
interactive	388514236	similar	0	11	8346
interactive	383535807	transfer	0	9	32625
interactive	384524427	similar	0	6	55069
interactive	383535807	similar	0	6	4049
interactive	382920027	transfer	1	7	35130
interactive	382920027	similar	0	8	3923
interactive	381618887	transfer	0	5	3731
interactive	381618887	similar	1	9	1745
interactive	386878086	transfer	0	8	3694
interactive	381516567	transfer	0	6	4639
interactive	381516567	similar	0	5	1937
interactive	386878086	similar	0	3	17988
interactive	389722488	transfer	0	8	4699
interactive	389722488	similar	1	9	17941
interactive	390770167	transfer	0	3Ôº?77979.Ôº?74	7518
interactive	390770167	similar	0	72787864Ôº?7	4229
interactive	384220148	transfer	1	7	90428
interactive	382861756	transfer	0	44444	18421
interactive	382861756	similar	0	4	4611
interactive	384220148	similar	1	9	15896
interactive	384486558	transfer	0	5	4829
interactive	384307736	transfer	0	10	26948
interactive	384486558	similar	0	8	1712
interactive	385240738	transfer	1	7	19042
interactive	385240738	similar	0	10	34276
interactive	392487106	transfer	0	8	34244
interactive	392487106	similar	1	9	3198
interactive	383857838	transfer	1	7	25661
interactive	383857838	similar	0	8	4854
